ID;REGIONAL_GESTOR;REGIONAL;FAMILIA;PERIODO;VALOR;ORIGEM_PLANO;CICLO;REVISAO
RJ/ES-01 - TUBOS ELETRODUTOS KRONA-NOV26;MINAS RJ/ES;RJ/ES;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;1719,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-02 - CONEXOES KRONA-NOV26;MINAS RJ/ES;RJ/ES;02 - CONEXOES KRONA;2026-11-01;77000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-03 - ACESSORIOS KRONA-NOV26;MINAS RJ/ES;RJ/ES;03 - ACESSORIOS KRONA;2026-11-01;19924,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-04 - PRODUTOS REVENDA-NOV26;MINAS RJ/ES;RJ/ES;04 - PRODUTOS REVENDA;2026-11-01;2526,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-29 - PPR-NOV26;MINAS RJ/ES;RJ/ES;29 - PPR;2026-11-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;MINAS RJ/ES;RJ/ES;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;20000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RJ/ES-31 - CPVC ULTRATERM-NOV26;MINAS RJ/ES;RJ/ES;31 - CPVC ULTRATERM;2026-11-01;1735,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-00 - TUBOS PVC KRONA-NOV26;NORDESTE;NORDESTE 1;00 - TUBOS PVC KRONA;2026-11-01;300000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-01 - TUBOS ELETRODUTOS KRONA-NOV26;NORDESTE;NORDESTE 1;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;18100,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-02 - CONEXOES KRONA-NOV26;NORDESTE;NORDESTE 1;02 - CONEXOES KRONA;2026-11-01;87100,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-03 - ACESSORIOS KRONA-NOV26;NORDESTE;NORDESTE 1;03 - ACESSORIOS KRONA;2026-11-01;18000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-04 - PRODUTOS REVENDA-NOV26;NORDESTE;NORDESTE 1;04 - PRODUTOS REVENDA;2026-11-01;2321,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-29 - PPR-NOV26;NORDESTE;NORDESTE 1;29 - PPR;2026-11-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;NORDESTE;NORDESTE 1;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;22000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 1-31 - CPVC ULTRATERM-NOV26;NORDESTE;NORDESTE 1;31 - CPVC ULTRATERM;2026-11-01;200,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-00 - TUBOS PVC KRONA-NOV26;NORDESTE;NORDESTE 2;00 - TUBOS PVC KRONA;2026-11-01;1003080,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-01 - TUBOS ELETRODUTOS KRONA-NOV26;NORDESTE;NORDESTE 2;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;38519,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-02 - CONEXOES KRONA-NOV26;NORDESTE;NORDESTE 2;02 - CONEXOES KRONA;2026-11-01;200000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-03 - ACESSORIOS KRONA-NOV26;NORDESTE;NORDESTE 2;03 - ACESSORIOS KRONA;2026-11-01;32000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-04 - PRODUTOS REVENDA-NOV26;NORDESTE;NORDESTE 2;04 - PRODUTOS REVENDA;2026-11-01;3368,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-29 - PPR-NOV26;NORDESTE;NORDESTE 2;29 - PPR;2026-11-01;20,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;NORDESTE;NORDESTE 2;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;70000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 2-31 - CPVC ULTRATERM-NOV26;NORDESTE;NORDESTE 2;31 - CPVC ULTRATERM;2026-11-01;700,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-00 - TUBOS PVC KRONA-NOV26;NORDESTE;NORDESTE 3;00 - TUBOS PVC KRONA;2026-11-01;946181,95;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-01 - TUBOS ELETRODUTOS KRONA-NOV26;NORDESTE;NORDESTE 3;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;42160,049999999996;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-02 - CONEXOES KRONA-NOV26;NORDESTE;NORDESTE 3;02 - CONEXOES KRONA;2026-11-01;178397,65;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-03 - ACESSORIOS KRONA-NOV26;NORDESTE;NORDESTE 3;03 - ACESSORIOS KRONA;2026-11-01;29500,35;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-04 - PRODUTOS REVENDA-NOV26;NORDESTE;NORDESTE 3;04 - PRODUTOS REVENDA;2026-11-01;3021,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-29 - PPR-NOV26;NORDESTE;NORDESTE 3;29 - PPR;2026-11-01;34,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;NORDESTE;NORDESTE 3;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;98763,6;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORDESTE 3-31 - CPVC ULTRATERM-NOV26;NORDESTE;NORDESTE 3;31 - CPVC ULTRATERM;2026-11-01;646,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-00 - TUBOS PVC KRONA-NOV26;SP;SAO PAULO CAPITAL;00 - TUBOS PVC KRONA;2026-11-01;186000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-01 - TUBOS ELETRODUTOS KRONA-NOV26;SP;SAO PAULO CAPITAL;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;763,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-02 - CONEXOES KRONA-NOV26;SP;SAO PAULO CAPITAL;02 - CONEXOES KRONA;2026-11-01;55000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-03 - ACESSORIOS KRONA-NOV26;SP;SAO PAULO CAPITAL;03 - ACESSORIOS KRONA;2026-11-01;10000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-04 - PRODUTOS REVENDA-NOV26;SP;SAO PAULO CAPITAL;04 - PRODUTOS REVENDA;2026-11-01;4500,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-29 - PPR-NOV26;SP;SAO PAULO CAPITAL;29 - PPR;2026-11-01;71,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;SP;SAO PAULO CAPITAL;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;16124,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL-31 - CPVC ULTRATERM-NOV26;SP;SAO PAULO CAPITAL;31 - CPVC ULTRATERM;2026-11-01;923,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-00 - TUBOS PVC KRONA-NOV26;SP;SAO PAULO CAPITAL 2;00 - TUBOS PVC KRONA;2026-11-01;229372,00000000003;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-01 - TUBOS ELETRODUTOS KRONA-NOV26;SP;SAO PAULO CAPITAL 2;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;150,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-02 - CONEXOES KRONA-NOV26;SP;SAO PAULO CAPITAL 2;02 - CONEXOES KRONA;2026-11-01;83487,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-03 - ACESSORIOS KRONA-NOV26;SP;SAO PAULO CAPITAL 2;03 - ACESSORIOS KRONA;2026-11-01;9417,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-04 - PRODUTOS REVENDA-NOV26;SP;SAO PAULO CAPITAL 2;04 - PRODUTOS REVENDA;2026-11-01;4000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;SP;SAO PAULO CAPITAL 2;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;10000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO CAPITAL 2-31 - CPVC ULTRATERM-NOV26;SP;SAO PAULO CAPITAL 2;31 - CPVC ULTRATERM;2026-11-01;1116,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-00 - TUBOS PVC KRONA-NOV26;SP;SAO PAULO INTERIOR;00 - TUBOS PVC KRONA;2026-11-01;238788,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-01 - TUBOS ELETRODUTOS KRONA-NOV26;SP;SAO PAULO INTERIOR;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;359,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-02 - CONEXOES KRONA-NOV26;SP;SAO PAULO INTERIOR;02 - CONEXOES KRONA;2026-11-01;46074,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-03 - ACESSORIOS KRONA-NOV26;SP;SAO PAULO INTERIOR;03 - ACESSORIOS KRONA;2026-11-01;5852,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-04 - PRODUTOS REVENDA-NOV26;SP;SAO PAULO INTERIOR;04 - PRODUTOS REVENDA;2026-11-01;3192,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-29 - PPR-NOV26;SP;SAO PAULO INTERIOR;29 - PPR;2026-11-01;23,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;SP;SAO PAULO INTERIOR;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;18000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SAO PAULO INTERIOR-31 - CPVC ULTRATERM-NOV26;SP;SAO PAULO INTERIOR;31 - CPVC ULTRATERM;2026-11-01;2337,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-00 - TUBOS PVC KRONA-NOV26;SUL;PARANA;00 - TUBOS PVC KRONA;2026-11-01;200000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-01 - TUBOS ELETRODUTOS KRONA-NOV26;SUL;PARANA;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;422,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-02 - CONEXOES KRONA-NOV26;SUL;PARANA;02 - CONEXOES KRONA;2026-11-01;39000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-03 - ACESSORIOS KRONA-NOV26;SUL;PARANA;03 - ACESSORIOS KRONA;2026-11-01;5469,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-04 - PRODUTOS REVENDA-NOV26;SUL;PARANA;04 - PRODUTOS REVENDA;2026-11-01;3406,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-29 - PPR-NOV26;SUL;PARANA;29 - PPR;2026-11-01;133,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;SUL;PARANA;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;15291,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
PARANA-31 - CPVC ULTRATERM-NOV26;SUL;PARANA;31 - CPVC ULTRATERM;2026-11-01;1001,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-00 - TUBOS PVC KRONA-NOV26;SUL;RIO GRANDE DO SUL;00 - TUBOS PVC KRONA;2026-11-01;293140,519875316;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-01 - TUBOS ELETRODUTOS KRONA-NOV26;SUL;RIO GRANDE DO SUL;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;1231,2634719788844;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-02 - CONEXOES KRONA-NOV26;SUL;RIO GRANDE DO SUL;02 - CONEXOES KRONA;2026-11-01;75432,39288609097;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-03 - ACESSORIOS KRONA-NOV26;SUL;RIO GRANDE DO SUL;03 - ACESSORIOS KRONA;2026-11-01;10000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-04 - PRODUTOS REVENDA-NOV26;SUL;RIO GRANDE DO SUL;04 - PRODUTOS REVENDA;2026-11-01;5718,062519985465;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-29 - PPR-NOV26;SUL;RIO GRANDE DO SUL;29 - PPR;2026-11-01;1860,3838332653645;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;SUL;RIO GRANDE DO SUL;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;19024,675115086233;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
RIO GRANDE DO SUL-31 - CPVC ULTRATERM-NOV26;SUL;RIO GRANDE DO SUL;31 - CPVC ULTRATERM;2026-11-01;2000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-00 - TUBOS PVC KRONA-NOV26;SUL;SANTA CATARINA 01;00 - TUBOS PVC KRONA;2026-11-01;163741,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-01 - TUBOS ELETRODUTOS KRONA-NOV26;SUL;SANTA CATARINA 01;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;478,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-02 - CONEXOES KRONA-NOV26;SUL;SANTA CATARINA 01;02 - CONEXOES KRONA;2026-11-01;37541,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-03 - ACESSORIOS KRONA-NOV26;SUL;SANTA CATARINA 01;03 - ACESSORIOS KRONA;2026-11-01;2893,7345414889533;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-04 - PRODUTOS REVENDA-NOV26;SUL;SANTA CATARINA 01;04 - PRODUTOS REVENDA;2026-11-01;2516,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-29 - PPR-NOV26;SUL;SANTA CATARINA 01;29 - PPR;2026-11-01;920,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;SUL;SANTA CATARINA 01;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;8000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 01-31 - CPVC ULTRATERM-NOV26;SUL;SANTA CATARINA 01;31 - CPVC ULTRATERM;2026-11-01;812,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-00 - TUBOS PVC KRONA-NOV26;SUL;SANTA CATARINA 02;00 - TUBOS PVC KRONA;2026-11-01;180000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-01 - TUBOS ELETRODUTOS KRONA-NOV26;SUL;SANTA CATARINA 02;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;365,6272819194954;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-02 - CONEXOES KRONA-NOV26;SUL;SANTA CATARINA 02;02 - CONEXOES KRONA;2026-11-01;40537,78158910555;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-03 - ACESSORIOS KRONA-NOV26;SUL;SANTA CATARINA 02;03 - ACESSORIOS KRONA;2026-11-01;3000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-04 - PRODUTOS REVENDA-NOV26;SUL;SANTA CATARINA 02;04 - PRODUTOS REVENDA;2026-11-01;2949,2721437661485;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-29 - PPR-NOV26;SUL;SANTA CATARINA 02;29 - PPR;2026-11-01;728,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;SUL;SANTA CATARINA 02;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;12000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
SANTA CATARINA 02-31 - CPVC ULTRATERM-NOV26;SUL;SANTA CATARINA 02;31 - CPVC ULTRATERM;2026-11-01;1760,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-00 - TUBOS PVC KRONA-NOV26;TELEVENDAS;TELEVENDAS;00 - TUBOS PVC KRONA;2026-11-01;78000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-01 - TUBOS ELETRODUTOS KRONA-NOV26;TELEVENDAS;TELEVENDAS;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;2139,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-02 - CONEXOES KRONA-NOV26;TELEVENDAS;TELEVENDAS;02 - CONEXOES KRONA;2026-11-01;26810,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-03 - ACESSORIOS KRONA-NOV26;TELEVENDAS;TELEVENDAS;03 - ACESSORIOS KRONA;2026-11-01;4000,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-04 - PRODUTOS REVENDA-NOV26;TELEVENDAS;TELEVENDAS;04 - PRODUTOS REVENDA;2026-11-01;1614,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-29 - PPR-NOV26;TELEVENDAS;TELEVENDAS;29 - PPR;2026-11-01;90,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-30 - ELETRODUTOS CORRUGADOS KRONA-NOV26;TELEVENDAS;TELEVENDAS;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;6505,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
TELEVENDAS-31 - CPVC ULTRATERM-NOV26;TELEVENDAS;TELEVENDAS;31 - CPVC ULTRATERM;2026-11-01;400,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-00 - TUBOS PVC KRONA-DEZ26;CO NO;CENTRO OESTE;00 - TUBOS PVC KRONA;2026-12-01;663427,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-01 - TUBOS ELETRODUTOS KRONA-DEZ26;CO NO;CENTRO OESTE;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;4926,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-02 - CONEXOES KRONA-DEZ26;CO NO;CENTRO OESTE;02 - CONEXOES KRONA;2026-12-01;139328,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-03 - ACESSORIOS KRONA-DEZ26;CO NO;CENTRO OESTE;03 - ACESSORIOS KRONA;2026-12-01;24367,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-04 - PRODUTOS REVENDA-DEZ26;CO NO;CENTRO OESTE;04 - PRODUTOS REVENDA;2026-12-01;8824,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-29 - PPR-DEZ26;CO NO;CENTRO OESTE;29 - PPR;2026-12-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-30 - ELETRODUTOS CORRUGADOS KRONA-DEZ26;CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;58638,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CENTRO OESTE-31 - CPVC ULTRATERM-DEZ26;CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-12-01;3723,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-00 - TUBOS PVC KRONA-DEZ26;CO NO;NORTE;00 - TUBOS PVC KRONA;2026-12-01;254294,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-01 - TUBOS ELETRODUTOS KRONA-DEZ26;CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;5898,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-02 - CONEXOES KRONA-DEZ26;CO NO;NORTE;02 - CONEXOES KRONA;2026-12-01;65005,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-03 - ACESSORIOS KRONA-DEZ26;CO NO;NORTE;03 - ACESSORIOS KRONA;2026-12-01;8161,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-04 - PRODUTOS REVENDA-DEZ26;CO NO;NORTE;04 - PRODUTOS REVENDA;2026-12-01;1678,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-29 - PPR-DEZ26;CO NO;NORTE;29 - PPR;2026-12-01;0,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-30 - ELETRODUTOS CORRUGADOS KRONA-DEZ26;CO NO;NORTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;19022,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
NORTE-31 - CPVC ULTRATERM-DEZ26;CO NO;NORTE;31 - CPVC ULTRATERM;2026-12-01;169,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-00 - TUBOS PVC KRONA-DEZ26;CONSTRUTORA;CONSTRUTORA 1;00 - TUBOS PVC KRONA;2026-12-01;287500,38090693904;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-01 - TUBOS ELETRODUTOS KRONA-DEZ26;CONSTRUTORA;CONSTRUTORA 1;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;8293,536120401339;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-02 - CONEXOES KRONA-DEZ26;CONSTRUTORA;CONSTRUTORA 1;02 - CONEXOES KRONA;2026-12-01;66961,39143760907;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-03 - ACESSORIOS KRONA-DEZ26;CONSTRUTORA;CONSTRUTORA 1;03 - ACESSORIOS KRONA;2026-12-01;2282,031092821216;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-04 - PRODUTOS REVENDA-DEZ26;CONSTRUTORA;CONSTRUTORA 1;04 - PRODUTOS REVENDA;2026-12-01;6658,810556584463;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-29 - PPR-DEZ26;CONSTRUTORA;CONSTRUTORA 1;29 - PPR;2026-12-01;8375,369116432701;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-30 - ELETRODUTOS CORRUGADOS KRONA-DEZ26;CONSTRUTORA;CONSTRUTORA 1;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;63279,74076985375;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 1-31 - CPVC ULTRATERM-DEZ26;CONSTRUTORA;CONSTRUTORA 1;31 - CPVC ULTRATERM;2026-12-01;6343,995900111815;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-00 - TUBOS PVC KRONA-DEZ26;CONSTRUTORA;CONSTRUTORA 2;00 - TUBOS PVC KRONA;2026-12-01;452650,6190930609;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-01 - TUBOS ELETRODUTOS KRONA-DEZ26;CONSTRUTORA;CONSTRUTORA 2;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;34590,46387959866;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-02 - CONEXOES KRONA-DEZ26;CONSTRUTORA;CONSTRUTORA 2;02 - CONEXOES KRONA;2026-12-01;92520,60856239092;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-03 - ACESSORIOS KRONA-DEZ26;CONSTRUTORA;CONSTRUTORA 2;03 - ACESSORIOS KRONA;2026-12-01;4110,968907178784;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-04 - PRODUTOS REVENDA-DEZ26;CONSTRUTORA;CONSTRUTORA 2;04 - PRODUTOS REVENDA;2026-12-01;9952,189443415538;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-29 - PPR-DEZ26;CONSTRUTORA;CONSTRUTORA 2;29 - PPR;2026-12-01;7200,6308835673;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-30 - ELETRODUTOS CORRUGADOS KRONA-DEZ26;CONSTRUTORA;CONSTRUTORA 2;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;46654,25923014626;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
CONSTRUTORA 2-31 - CPVC ULTRATERM-DEZ26;CONSTRUTORA;CONSTRUTORA 2;31 - CPVC ULTRATERM;2026-12-01;5227,004099888185;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-00 - TUBOS PVC KRONA-DEZ26;EXPORTACAO;EXPORTACAO;00 - TUBOS PVC KRONA;2026-12-01;16824,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
EXPORTACAO-01 - TUBOS ELETRODUTOS KRONA-DEZ26;EXPORTACAO;EXPORTACAO;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;46,0;PLANO_REGIONAL;CICLO_SET26_DEZ26;REV1
