FAMILIA;REGIONAL;REGIONAL_GESTOR;SEGMENTO;PERIODO;VOL_PREV;ID
04 - PRODUTOS REVENDA;SANTA CATARINA 01;SUL;VAREJO;2027-04-01;1611,74;SANTA CATARINA 01|04 - PRODUTOS REVENDA|VAREJO|ABR27
04 - PRODUTOS REVENDA;SANTA CATARINA 01;SUL;VAREJO;2027-05-01;1568,45;SANTA CATARINA 01|04 - PRODUTOS REVENDA|VAREJO|MAI27
04 - PRODUTOS REVENDA;SANTA CATARINA 01;SUL;VAREJO;2027-06-01;1575,48;SANTA CATARINA 01|04 - PRODUTOS REVENDA|VAREJO|JUN27
04 - PRODUTOS REVENDA;SANTA CATARINA 01;SUL;VAREJO;2027-07-01;1579,27;SANTA CATARINA 01|04 - PRODUTOS REVENDA|VAREJO|JUL27
04 - PRODUTOS REVENDA;SANTA CATARINA 01;SUL;VAREJO;2027-08-01;1628,42;SANTA CATARINA 01|04 - PRODUTOS REVENDA|VAREJO|AGO27
04 - PRODUTOS REVENDA;SANTA CATARINA 01;SUL;VAREJO;2027-09-01;1635,71;SANTA CATARINA 01|04 - PRODUTOS REVENDA|VAREJO|SET27
04 - PRODUTOS REVENDA;SANTA CATARINA 01;SUL;VAREJO;2027-10-01;1637,10;SANTA CATARINA 01|04 - PRODUTOS REVENDA|VAREJO|OUT27
04 - PRODUTOS REVENDA;SANTA CATARINA 01;SUL;VAREJO;2027-11-01;1633,40;SANTA CATARINA 01|04 - PRODUTOS REVENDA|VAREJO|NOV27
04 - PRODUTOS REVENDA;SANTA CATARINA 01;SUL;VAREJO;2027-12-01;1642,87;SANTA CATARINA 01|04 - PRODUTOS REVENDA|VAREJO|DEZ27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;ATACADO;2027-01-01;955,54;SANTA CATARINA 02|04 - PRODUTOS REVENDA|ATACADO|JAN27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;ATACADO;2027-02-01;972,09;SANTA CATARINA 02|04 - PRODUTOS REVENDA|ATACADO|FEV27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;ATACADO;2027-03-01;1065,47;SANTA CATARINA 02|04 - PRODUTOS REVENDA|ATACADO|MAR27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;ATACADO;2027-04-01;995,10;SANTA CATARINA 02|04 - PRODUTOS REVENDA|ATACADO|ABR27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;ATACADO;2027-05-01;1000,56;SANTA CATARINA 02|04 - PRODUTOS REVENDA|ATACADO|MAI27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;ATACADO;2027-06-01;953,64;SANTA CATARINA 02|04 - PRODUTOS REVENDA|ATACADO|JUN27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;ATACADO;2027-07-01;933,74;SANTA CATARINA 02|04 - PRODUTOS REVENDA|ATACADO|JUL27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;ATACADO;2027-08-01;973,63;SANTA CATARINA 02|04 - PRODUTOS REVENDA|ATACADO|AGO27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;ATACADO;2027-09-01;988,23;SANTA CATARINA 02|04 - PRODUTOS REVENDA|ATACADO|SET27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;ATACADO;2027-10-01;968,40;SANTA CATARINA 02|04 - PRODUTOS REVENDA|ATACADO|OUT27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;ATACADO;2027-11-01;981,16;SANTA CATARINA 02|04 - PRODUTOS REVENDA|ATACADO|NOV27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;ATACADO;2027-12-01;1098,28;SANTA CATARINA 02|04 - PRODUTOS REVENDA|ATACADO|DEZ27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;OUTROS;2027-01-01;34,95;SANTA CATARINA 02|04 - PRODUTOS REVENDA|OUTROS|JAN27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;OUTROS;2027-02-01;35,95;SANTA CATARINA 02|04 - PRODUTOS REVENDA|OUTROS|FEV27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;OUTROS;2027-03-01;38,16;SANTA CATARINA 02|04 - PRODUTOS REVENDA|OUTROS|MAR27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;OUTROS;2027-04-01;36,36;SANTA CATARINA 02|04 - PRODUTOS REVENDA|OUTROS|ABR27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;OUTROS;2027-05-01;36,70;SANTA CATARINA 02|04 - PRODUTOS REVENDA|OUTROS|MAI27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;OUTROS;2027-06-01;35,08;SANTA CATARINA 02|04 - PRODUTOS REVENDA|OUTROS|JUN27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;OUTROS;2027-07-01;34,33;SANTA CATARINA 02|04 - PRODUTOS REVENDA|OUTROS|JUL27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;OUTROS;2027-08-01;36,19;SANTA CATARINA 02|04 - PRODUTOS REVENDA|OUTROS|AGO27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;OUTROS;2027-09-01;36,78;SANTA CATARINA 02|04 - PRODUTOS REVENDA|OUTROS|SET27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;OUTROS;2027-10-01;36,76;SANTA CATARINA 02|04 - PRODUTOS REVENDA|OUTROS|OUT27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;OUTROS;2027-11-01;36,56;SANTA CATARINA 02|04 - PRODUTOS REVENDA|OUTROS|NOV27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;OUTROS;2027-12-01;39,66;SANTA CATARINA 02|04 - PRODUTOS REVENDA|OUTROS|DEZ27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;VAREJO;2027-01-01;2678,63;SANTA CATARINA 02|04 - PRODUTOS REVENDA|VAREJO|JAN27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;VAREJO;2027-02-01;2755,43;SANTA CATARINA 02|04 - PRODUTOS REVENDA|VAREJO|FEV27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;VAREJO;2027-03-01;2982,92;SANTA CATARINA 02|04 - PRODUTOS REVENDA|VAREJO|MAR27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;VAREJO;2027-04-01;2824,12;SANTA CATARINA 02|04 - PRODUTOS REVENDA|VAREJO|ABR27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;VAREJO;2027-05-01;2850,06;SANTA CATARINA 02|04 - PRODUTOS REVENDA|VAREJO|MAI27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;VAREJO;2027-06-01;2711,27;SANTA CATARINA 02|04 - PRODUTOS REVENDA|VAREJO|JUN27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;VAREJO;2027-07-01;2646,24;SANTA CATARINA 02|04 - PRODUTOS REVENDA|VAREJO|JUL27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;VAREJO;2027-08-01;2759,85;SANTA CATARINA 02|04 - PRODUTOS REVENDA|VAREJO|AGO27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;VAREJO;2027-09-01;2808,10;SANTA CATARINA 02|04 - PRODUTOS REVENDA|VAREJO|SET27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;VAREJO;2027-10-01;2764,90;SANTA CATARINA 02|04 - PRODUTOS REVENDA|VAREJO|OUT27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;VAREJO;2027-11-01;2803,51;SANTA CATARINA 02|04 - PRODUTOS REVENDA|VAREJO|NOV27
04 - PRODUTOS REVENDA;SANTA CATARINA 02;SUL;VAREJO;2027-12-01;3131,24;SANTA CATARINA 02|04 - PRODUTOS REVENDA|VAREJO|DEZ27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;ATACADO;2027-01-01;409,33;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|ATACADO|JAN27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;ATACADO;2027-02-01;443,16;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|ATACADO|FEV27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;ATACADO;2027-03-01;389,85;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|ATACADO|MAR27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;ATACADO;2027-04-01;431,64;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|ATACADO|ABR27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;ATACADO;2027-05-01;283,23;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|ATACADO|MAI27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;ATACADO;2027-06-01;429,00;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|ATACADO|JUN27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;ATACADO;2027-07-01;449,47;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|ATACADO|JUL27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;ATACADO;2027-08-01;402,68;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|ATACADO|AGO27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;ATACADO;2027-09-01;499,46;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|ATACADO|SET27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;ATACADO;2027-10-01;438,80;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|ATACADO|OUT27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;ATACADO;2027-11-01;345,10;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|ATACADO|NOV27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;ATACADO;2027-12-01;404,68;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|ATACADO|DEZ27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;OUTROS;2027-01-01;4,93;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|OUTROS|JAN27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;OUTROS;2027-02-01;10,66;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|OUTROS|FEV27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;OUTROS;2027-03-01;10,85;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|OUTROS|MAR27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;OUTROS;2027-04-01;8,85;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|OUTROS|ABR27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;OUTROS;2027-05-01;8,40;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|OUTROS|MAI27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;OUTROS;2027-06-01;8,02;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|OUTROS|JUN27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;OUTROS;2027-07-01;8,16;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|OUTROS|JUL27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;OUTROS;2027-08-01;7,79;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|OUTROS|AGO27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;OUTROS;2027-09-01;8,28;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|OUTROS|SET27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;OUTROS;2027-10-01;9,07;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|OUTROS|OUT27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;OUTROS;2027-11-01;8,64;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|OUTROS|NOV27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;OUTROS;2027-12-01;13,18;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|OUTROS|DEZ27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;VAREJO;2027-01-01;2913,80;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|VAREJO|JAN27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;VAREJO;2027-02-01;3225,78;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|VAREJO|FEV27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;VAREJO;2027-03-01;2998,01;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|VAREJO|MAR27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;VAREJO;2027-04-01;3163,22;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|VAREJO|ABR27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;VAREJO;2027-05-01;2488,43;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|VAREJO|MAI27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;VAREJO;2027-06-01;3082,61;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|VAREJO|JUN27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;VAREJO;2027-07-01;3246,68;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|VAREJO|JUL27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;VAREJO;2027-08-01;2974,24;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|VAREJO|AGO27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;VAREJO;2027-09-01;3532,72;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|VAREJO|SET27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;VAREJO;2027-10-01;3227,96;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|VAREJO|OUT27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;VAREJO;2027-11-01;2633,96;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|VAREJO|NOV27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL;SP;VAREJO;2027-12-01;3117,29;SAO PAULO CAPITAL|04 - PRODUTOS REVENDA|VAREJO|DEZ27
04 - PRODUTOS REVENDA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-01-01;4263,80;SAO PAULO CAPITAL 2|04 - PRODUTOS REVENDA|ATACADO|JAN27
