FAMILIA;REGIONAL;REGIONAL_GESTOR;SEGMENTO;PERIODO;VOL_PREV;ID
00 - TUBOS PVC KRONA;RIO GRANDE DO SUL;SUL;VAREJO;2027-08-01;132742,32;RIO GRANDE DO SUL|00 - TUBOS PVC KRONA|VAREJO|AGO27
00 - TUBOS PVC KRONA;RIO GRANDE DO SUL;SUL;VAREJO;2027-09-01;122422,84;RIO GRANDE DO SUL|00 - TUBOS PVC KRONA|VAREJO|SET27
00 - TUBOS PVC KRONA;RIO GRANDE DO SUL;SUL;VAREJO;2027-10-01;132331,43;RIO GRANDE DO SUL|00 - TUBOS PVC KRONA|VAREJO|OUT27
00 - TUBOS PVC KRONA;RIO GRANDE DO SUL;SUL;VAREJO;2027-11-01;117533,70;RIO GRANDE DO SUL|00 - TUBOS PVC KRONA|VAREJO|NOV27
00 - TUBOS PVC KRONA;RIO GRANDE DO SUL;SUL;VAREJO;2027-12-01;130029,98;RIO GRANDE DO SUL|00 - TUBOS PVC KRONA|VAREJO|DEZ27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;2027-01-01;196508,48;RJ/ES|00 - TUBOS PVC KRONA|ATACADO|JAN27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;2027-02-01;220758,08;RJ/ES|00 - TUBOS PVC KRONA|ATACADO|FEV27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;2027-03-01;226894,30;RJ/ES|00 - TUBOS PVC KRONA|ATACADO|MAR27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;2027-04-01;232122,00;RJ/ES|00 - TUBOS PVC KRONA|ATACADO|ABR27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;2027-05-01;196749,19;RJ/ES|00 - TUBOS PVC KRONA|ATACADO|MAI27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;2027-06-01;200256,69;RJ/ES|00 - TUBOS PVC KRONA|ATACADO|JUN27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;2027-07-01;204719,38;RJ/ES|00 - TUBOS PVC KRONA|ATACADO|JUL27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;2027-08-01;205499,96;RJ/ES|00 - TUBOS PVC KRONA|ATACADO|AGO27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;2027-09-01;203948,14;RJ/ES|00 - TUBOS PVC KRONA|ATACADO|SET27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;2027-10-01;213577,09;RJ/ES|00 - TUBOS PVC KRONA|ATACADO|OUT27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;2027-11-01;191992,80;RJ/ES|00 - TUBOS PVC KRONA|ATACADO|NOV27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;2027-12-01;227245,20;RJ/ES|00 - TUBOS PVC KRONA|ATACADO|DEZ27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;2027-01-01;3091,61;RJ/ES|00 - TUBOS PVC KRONA|OUTROS|JAN27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;2027-02-01;3532,33;RJ/ES|00 - TUBOS PVC KRONA|OUTROS|FEV27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;2027-03-01;3630,45;RJ/ES|00 - TUBOS PVC KRONA|OUTROS|MAR27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;2027-04-01;3710,38;RJ/ES|00 - TUBOS PVC KRONA|OUTROS|ABR27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;2027-05-01;3109,61;RJ/ES|00 - TUBOS PVC KRONA|OUTROS|MAI27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;2027-06-01;3240,89;RJ/ES|00 - TUBOS PVC KRONA|OUTROS|JUN27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;2027-07-01;3280,96;RJ/ES|00 - TUBOS PVC KRONA|OUTROS|JUL27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;2027-08-01;3345,77;RJ/ES|00 - TUBOS PVC KRONA|OUTROS|AGO27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;2027-09-01;3278,62;RJ/ES|00 - TUBOS PVC KRONA|OUTROS|SET27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;2027-10-01;3502,94;RJ/ES|00 - TUBOS PVC KRONA|OUTROS|OUT27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;2027-11-01;3054,26;RJ/ES|00 - TUBOS PVC KRONA|OUTROS|NOV27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;2027-12-01;3697,76;RJ/ES|00 - TUBOS PVC KRONA|OUTROS|DEZ27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;2027-01-01;87342,94;RJ/ES|00 - TUBOS PVC KRONA|VAREJO|JAN27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;2027-02-01;99628,41;RJ/ES|00 - TUBOS PVC KRONA|VAREJO|FEV27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;2027-03-01;101561,29;RJ/ES|00 - TUBOS PVC KRONA|VAREJO|MAR27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;2027-04-01;103990,59;RJ/ES|00 - TUBOS PVC KRONA|VAREJO|ABR27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;2027-05-01;91377,65;RJ/ES|00 - TUBOS PVC KRONA|VAREJO|MAI27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;2027-06-01;93747,75;RJ/ES|00 - TUBOS PVC KRONA|VAREJO|JUN27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;2027-07-01;95437,05;RJ/ES|00 - TUBOS PVC KRONA|VAREJO|JUL27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;2027-08-01;92908,74;RJ/ES|00 - TUBOS PVC KRONA|VAREJO|AGO27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;2027-09-01;93043,90;RJ/ES|00 - TUBOS PVC KRONA|VAREJO|SET27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;2027-10-01;96981,54;RJ/ES|00 - TUBOS PVC KRONA|VAREJO|OUT27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;2027-11-01;87732,81;RJ/ES|00 - TUBOS PVC KRONA|VAREJO|NOV27
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;2027-12-01;100649,74;RJ/ES|00 - TUBOS PVC KRONA|VAREJO|DEZ27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;2027-01-01;27091,99;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO|JAN27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;2027-02-01;33869,86;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO|FEV27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;2027-03-01;33749,02;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO|MAR27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;2027-04-01;32782,86;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO|ABR27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;2027-05-01;32507,66;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO|MAI27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;2027-06-01;31722,89;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO|JUN27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;2027-07-01;28327,99;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO|JUL27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;2027-08-01;33863,89;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO|AGO27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;2027-09-01;35097,95;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO|SET27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;2027-10-01;34814,15;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO|OUT27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;2027-11-01;35087,19;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO|NOV27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;2027-12-01;35252,02;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO|DEZ27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;2027-01-01;616,60;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS|JAN27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;2027-02-01;758,38;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS|FEV27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;2027-03-01;762,27;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS|MAR27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;2027-04-01;753,10;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS|ABR27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;2027-05-01;756,33;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS|MAI27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;2027-06-01;693,48;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS|JUN27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;2027-07-01;596,83;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS|JUL27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;2027-08-01;719,14;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS|AGO27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;2027-09-01;737,18;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS|SET27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;2027-10-01;747,38;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS|OUT27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;2027-11-01;749,97;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS|NOV27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;2027-12-01;767,41;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS|DEZ27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;2027-01-01;75447,07;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO|JAN27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;2027-02-01;94655,26;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO|FEV27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;2027-03-01;94307,35;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO|MAR27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;2027-04-01;90523,89;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO|ABR27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;2027-05-01;91149,59;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO|MAI27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;2027-06-01;88384,25;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO|JUN27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;2027-07-01;78821,79;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO|JUL27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;2027-08-01;94597,94;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO|AGO27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;2027-09-01;96790,94;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO|SET27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;2027-10-01;97341,29;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO|OUT27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;2027-11-01;98036,16;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO|NOV27
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;2027-12-01;98393,20;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO|DEZ27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;2027-01-01;56748,49;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO|JAN27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;2027-02-01;60891,77;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO|FEV27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;2027-03-01;63978,50;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO|MAR27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;2027-04-01;64365,33;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO|ABR27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;2027-05-01;62030,63;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO|MAI27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;2027-06-01;55756,93;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO|JUN27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;2027-07-01;48958,58;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO|JUL27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;2027-08-01;53482,00;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO|AGO27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;2027-09-01;53807,19;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO|SET27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;2027-10-01;53720,83;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO|OUT27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;2027-11-01;53946,75;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO|NOV27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;2027-12-01;57368,35;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO|DEZ27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;2027-01-01;4243,18;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS|JAN27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;2027-02-01;3946,42;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS|FEV27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;2027-03-01;4318,24;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS|MAR27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;2027-04-01;4508,26;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS|ABR27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;2027-05-01;3640,81;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS|MAI27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;2027-06-01;3757,72;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS|JUN27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;2027-07-01;3914,33;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS|JUL27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;2027-08-01;3547,37;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS|AGO27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;2027-09-01;3657,92;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS|SET27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;2027-10-01;3953,64;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS|OUT27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;2027-11-01;3355,10;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS|NOV27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;2027-12-01;3461,31;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS|DEZ27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;2027-01-01;133607,60;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO|JAN27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;2027-02-01;143451,33;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO|FEV27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;2027-03-01;150601,48;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO|MAR27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;2027-04-01;152265,13;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO|ABR27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;2027-05-01;146939,68;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO|MAI27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;2027-06-01;131645,71;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO|JUN27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;2027-07-01;116312,71;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO|JUL27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;2027-08-01;126727,85;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO|AGO27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;2027-09-01;127724,05;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO|SET27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;2027-10-01;127828,36;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO|OUT27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;2027-11-01;128651,18;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO|NOV27
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;2027-12-01;136358,12;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO|DEZ27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;2027-01-01;9061,86;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO|JAN27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;2027-02-01;10146,68;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO|FEV27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;2027-03-01;10235,75;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO|MAR27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;2027-04-01;11555,69;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO|ABR27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;2027-05-01;9167,07;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO|MAI27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;2027-06-01;10030,14;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO|JUN27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;2027-07-01;9513,86;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO|JUL27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;2027-08-01;9649,75;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO|AGO27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;2027-09-01;10720,60;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO|SET27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;2027-10-01;10472,71;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO|OUT27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;2027-11-01;8278,82;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO|NOV27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;2027-12-01;10385,72;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO|DEZ27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;2027-01-01;300,69;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS|JAN27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;2027-02-01;360,68;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS|FEV27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;2027-03-01;364,02;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS|MAR27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;2027-04-01;390,97;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS|ABR27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;2027-05-01;342,78;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS|MAI27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;2027-06-01;400,16;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS|JUN27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;2027-07-01;323,30;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS|JUL27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;2027-08-01;357,97;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS|AGO27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;2027-09-01;421,68;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS|SET27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;2027-10-01;368,18;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS|OUT27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;2027-11-01;300,28;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS|NOV27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;2027-12-01;397,93;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS|DEZ27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;2027-01-01;118998,49;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO|JAN27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;2027-02-01;144439,91;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO|FEV27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;2027-03-01;144090,54;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO|MAR27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;2027-04-01;161057,37;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO|ABR27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;2027-05-01;132814,69;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO|MAI27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;2027-06-01;139020,28;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO|JUN27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;2027-07-01;130910,63;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO|JUL27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;2027-08-01;136544,99;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO|AGO27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;2027-09-01;155350,97;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO|SET27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;2027-10-01;143176,41;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO|OUT27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;2027-11-01;117834,57;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO|NOV27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;2027-12-01;145719,25;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO|DEZ27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-01-01;358889,02;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO|JAN27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-02-01;331309,17;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO|FEV27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-03-01;130829,63;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO|MAR27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-04-01;630628,24;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO|ABR27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-05-01;41202,25;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO|MAI27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-06-01;180219,84;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO|JUN27
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;2027-07-01;489727,27;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO|JUL27
