FAMILIA;REGIONAL;REGIONAL_GESTOR;SEGMENTO;MEDIA_VOL_VENDA_12M;MEDIA_VAL_VENDA_12M;RS_KG;ID
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;ATACADO;523415,74;5675912,81;10,84;CENTRO OESTE|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;OUTROS;196,63;3015,40;15,34;CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;CENTRO OESTE;CO NO;VAREJO;218651,42;2553212,28;11,68;CENTRO OESTE|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;155646,94;1802371,32;11,58;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|CONSTRUTORA
00 - TUBOS PVC KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;OUTROS;66,25;990,26;14,95;CONSTR CENTRO OESTE|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;360937,81;4717409,34;13,07;CONSTR NORDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA
00 - TUBOS PVC KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;237,93;3835,86;16,12;CONSTR NORDESTE|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;10773,16;154803,38;14,37;CONSTR NORTE|00 - TUBOS PVC KRONA|CONSTRUTORA
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;129293,61;1698415,81;13,14;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|CONSTRUTORA
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;117,09;2065,13;17,64;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;CONSTR SAO PAULO;CONSTRUTORA;VAREJO;146,36;2079,43;14,21;CONSTR SAO PAULO|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;41299,04;498023,03;12,06;CONSTR SUDESTE|00 - TUBOS PVC KRONA|CONSTRUTORA
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;188219,31;2458194,00;13,06;CONSTR SUL|00 - TUBOS PVC KRONA|CONSTRUTORA
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;60,18;1194,21;19,84;CONSTR SUL|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;62,55;834,14;13,34;CONSTR SUL|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;11762,52;81917,39;6,96;EXPORTACAO|00 - TUBOS PVC KRONA|EXPORTACAO
00 - TUBOS PVC KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;8427,15;125579,96;14,90;IRRIGACAO 1|00 - TUBOS PVC KRONA|IRRIGACAO
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;4317,62;62328,48;14,44;IRRIGACAO 2|00 - TUBOS PVC KRONA|IRRIGACAO
00 - TUBOS PVC KRONA;IRRIGACAO 2;IRRIGACAO;VAREJO;805,92;14037,28;17,42;IRRIGACAO 2|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;393563,97;4508116,57;11,45;MINAS GERAIS|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;OUTROS;256,28;4235,39;16,53;MINAS GERAIS|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;185640,31;2242498,36;12,08;MINAS GERAIS|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;ATACADO;153741,16;1421115,84;9,24;NORDESTE 1|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;OUTROS;1704,84;18475,82;10,84;NORDESTE 1|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;NORDESTE 1;NORDESTE;VAREJO;120627,66;1329262,24;11,02;NORDESTE 1|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;NORDESTE 2;NORDESTE;ATACADO;617635,60;6656559,09;10,78;NORDESTE 2|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;NORDESTE 2;NORDESTE;OUTROS;686,36;10169,32;14,82;NORDESTE 2|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;NORDESTE 2;NORDESTE;VAREJO;210215,74;2541359,28;12,09;NORDESTE 2|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;NORDESTE 3;NORDESTE;ATACADO;481566,17;5423847,36;11,26;NORDESTE 3|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;NORDESTE 3;NORDESTE;OUTROS;582,68;9627,06;16,52;NORDESTE 3|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;NORDESTE 3;NORDESTE;VAREJO;341190,48;4265409,70;12,50;NORDESTE 3|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;NORTE;CO NO;ATACADO;201699,86;2263883,97;11,22;NORTE|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;NORTE;CO NO;VAREJO;167566,30;2101543,51;12,54;NORTE|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;PARANA;SUL;ATACADO;28510,33;330781,27;11,60;PARANA|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;PARANA;SUL;IRRIGACAO;26,57;527,25;19,84;PARANA|00 - TUBOS PVC KRONA|IRRIGACAO
00 - TUBOS PVC KRONA;PARANA;SUL;OUTROS;768,60;12369,75;16,09;PARANA|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;PARANA;SUL;VAREJO;145973,18;1832472,27;12,55;PARANA|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;RIO GRANDE DO SUL;SUL;ATACADO;138838,61;1560679,67;11,24;RIO GRANDE DO SUL|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;RIO GRANDE DO SUL;SUL;OUTROS;3547,66;60087,54;16,94;RIO GRANDE DO SUL|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;RIO GRANDE DO SUL;SUL;VAREJO;132271,85;1795607,27;13,58;RIO GRANDE DO SUL|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;ATACADO;205353,77;2206040,91;10,74;RJ/ES|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;OUTROS;3578,98;42790,76;11,96;RJ/ES|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;RJ/ES;MINAS RJ/ES;VAREJO;91653,49;1016308,58;11,09;RJ/ES|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;ATACADO;40192,03;477186,11;11,87;SANTA CATARINA 01|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;OUTROS;882,78;13819,55;15,65;SANTA CATARINA 01|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;SANTA CATARINA 01;SUL;VAREJO;111692,01;1427811,23;12,78;SANTA CATARINA 01|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;ATACADO;64465,66;763366,61;11,84;SANTA CATARINA 02|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;OUTROS;4507,38;66632,24;14,78;SANTA CATARINA 02|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;SANTA CATARINA 02;SUL;VAREJO;152538,28;1951155,66;12,79;SANTA CATARINA 02|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;ATACADO;11131,93;134067,11;12,04;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;OUTROS;429,49;6905,02;16,08;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL;SP;VAREJO;149681,85;1917550,38;12,81;SAO PAULO CAPITAL|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;263610,98;2897372,54;10,99;SAO PAULO CAPITAL 2|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;ATACADO;124499,62;1315311,41;10,56;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;OUTROS;1586,89;26770,79;16,87;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;SAO PAULO INTERIOR;SP;VAREJO;138650,22;1714131,79;12,36;SAO PAULO INTERIOR|00 - TUBOS PVC KRONA|VAREJO
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;ATACADO;185,68;2707,53;14,58;TELEVENDAS|00 - TUBOS PVC KRONA|ATACADO
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;302,12;4241,68;14,04;TELEVENDAS|00 - TUBOS PVC KRONA|IRRIGACAO
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;OUTROS;2382,67;36798,75;15,44;TELEVENDAS|00 - TUBOS PVC KRONA|OUTROS
00 - TUBOS PVC KRONA;TELEVENDAS;TELEVENDAS;VAREJO;79641,89;1043697,66;13,10;TELEVENDAS|00 - TUBOS PVC KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;ATACADO;7218,03;75349,06;10,44;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;CENTRO OESTE;CO NO;VAREJO;941,52;10757,07;11,43;CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;774,07;8937,79;11,55;CONSTR CENTRO OESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;35545,84;419573,75;11,80;CONSTR NORDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA
01 - TUBOS ELETRODUTOS KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;814,20;9915,41;12,18;CONSTR NORTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA
01 - TUBOS ELETRODUTOS KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;1731,06;20749,88;11,99;CONSTR SAO PAULO|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA
01 - TUBOS ELETRODUTOS KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;2282,62;26460,27;11,59;CONSTR SUDESTE|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA
01 - TUBOS ELETRODUTOS KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;3880,33;46354,59;11,95;CONSTR SUL|01 - TUBOS ELETRODUTOS KRONA|CONSTRUTORA
01 - TUBOS ELETRODUTOS KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;411,37;3318,01;8,07;EXPORTACAO|01 - TUBOS ELETRODUTOS KRONA|EXPORTACAO
01 - TUBOS ELETRODUTOS KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;45,91;685,51;14,93;IRRIGACAO 1|01 - TUBOS ELETRODUTOS KRONA|IRRIGACAO
01 - TUBOS ELETRODUTOS KRONA;IRRIGACAO 2;IRRIGACAO;IRRIGACAO;179,21;2263,93;12,63;IRRIGACAO 2|01 - TUBOS ELETRODUTOS KRONA|IRRIGACAO
01 - TUBOS ELETRODUTOS KRONA;MINAS GERAIS;MINAS RJ/ES;ATACADO;9315,70;101054,65;10,85;MINAS GERAIS|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;MINAS GERAIS;MINAS RJ/ES;VAREJO;2664,08;31333,87;11,76;MINAS GERAIS|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;NORDESTE 1;NORDESTE;ATACADO;6469,21;67881,98;10,49;NORDESTE 1|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;NORDESTE 1;NORDESTE;OUTROS;166,20;1653,30;9,95;NORDESTE 1|01 - TUBOS ELETRODUTOS KRONA|OUTROS
01 - TUBOS ELETRODUTOS KRONA;NORDESTE 1;NORDESTE;VAREJO;8881,75;101320,48;11,41;NORDESTE 1|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;NORDESTE 2;NORDESTE;ATACADO;15881,07;158382,11;9,97;NORDESTE 2|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;NORDESTE 2;NORDESTE;OUTROS;125,00;1300,30;10,40;NORDESTE 2|01 - TUBOS ELETRODUTOS KRONA|OUTROS
01 - TUBOS ELETRODUTOS KRONA;NORDESTE 2;NORDESTE;VAREJO;23061,85;256331,89;11,11;NORDESTE 2|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;NORDESTE 3;NORDESTE;ATACADO;15576,72;162838,48;10,45;NORDESTE 3|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;NORDESTE 3;NORDESTE;OUTROS;160,00;2112,00;13,20;NORDESTE 3|01 - TUBOS ELETRODUTOS KRONA|OUTROS
01 - TUBOS ELETRODUTOS KRONA;NORDESTE 3;NORDESTE;VAREJO;18705,00;219284,55;11,72;NORDESTE 3|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;NORTE;CO NO;ATACADO;4429,46;51931,32;11,72;NORTE|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;NORTE;CO NO;VAREJO;5907,24;76287,65;12,91;NORTE|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;PARANA;SUL;ATACADO;61,56;796,55;12,94;PARANA|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;PARANA;SUL;OUTROS;243,30;3137,32;12,89;PARANA|01 - TUBOS ELETRODUTOS KRONA|OUTROS
01 - TUBOS ELETRODUTOS KRONA;PARANA;SUL;VAREJO;435,28;5209,68;11,97;PARANA|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;RIO GRANDE DO SUL;SUL;ATACADO;423,59;4017,02;9,48;RIO GRANDE DO SUL|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;RIO GRANDE DO SUL;SUL;OUTROS;267,00;3889,06;14,57;RIO GRANDE DO SUL|01 - TUBOS ELETRODUTOS KRONA|OUTROS
01 - TUBOS ELETRODUTOS KRONA;RIO GRANDE DO SUL;SUL;VAREJO;2023,35;23497,85;11,61;RIO GRANDE DO SUL|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;RJ/ES;MINAS RJ/ES;ATACADO;845,81;9229,69;10,91;RJ/ES|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;RJ/ES;MINAS RJ/ES;OUTROS;68,33;769,00;11,25;RJ/ES|01 - TUBOS ELETRODUTOS KRONA|OUTROS
01 - TUBOS ELETRODUTOS KRONA;RJ/ES;MINAS RJ/ES;VAREJO;1867,14;19931,23;10,67;RJ/ES|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;SANTA CATARINA 01;SUL;ATACADO;72,00;658,39;9,14;SANTA CATARINA 01|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;SANTA CATARINA 01;SUL;OUTROS;9,15;124,17;13,57;SANTA CATARINA 01|01 - TUBOS ELETRODUTOS KRONA|OUTROS
01 - TUBOS ELETRODUTOS KRONA;SANTA CATARINA 01;SUL;VAREJO;407,89;4945,01;12,12;SANTA CATARINA 01|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;SANTA CATARINA 02;SUL;ATACADO;460,97;5458,45;11,84;SANTA CATARINA 02|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;SANTA CATARINA 02;SUL;VAREJO;277,61;3577,28;12,89;SANTA CATARINA 02|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;SAO PAULO CAPITAL;SP;ATACADO;33,43;357,19;10,68;SAO PAULO CAPITAL|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;SAO PAULO CAPITAL;SP;OUTROS;614,64;7420,56;12,07;SAO PAULO CAPITAL|01 - TUBOS ELETRODUTOS KRONA|OUTROS
01 - TUBOS ELETRODUTOS KRONA;SAO PAULO CAPITAL;SP;VAREJO;628,67;7582,49;12,06;SAO PAULO CAPITAL|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;SAO PAULO CAPITAL 2;SP;ATACADO;157,42;1563,01;9,93;SAO PAULO CAPITAL 2|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;SAO PAULO INTERIOR;SP;VAREJO;274,90;3362,56;12,23;SAO PAULO INTERIOR|01 - TUBOS ELETRODUTOS KRONA|VAREJO
01 - TUBOS ELETRODUTOS KRONA;TELEVENDAS;TELEVENDAS;ATACADO;70,22;926,68;13,20;TELEVENDAS|01 - TUBOS ELETRODUTOS KRONA|ATACADO
01 - TUBOS ELETRODUTOS KRONA;TELEVENDAS;TELEVENDAS;IRRIGACAO;16,55;249,55;15,08;TELEVENDAS|01 - TUBOS ELETRODUTOS KRONA|IRRIGACAO
01 - TUBOS ELETRODUTOS KRONA;TELEVENDAS;TELEVENDAS;OUTROS;121,21;1366,46;11,27;TELEVENDAS|01 - TUBOS ELETRODUTOS KRONA|OUTROS
01 - TUBOS ELETRODUTOS KRONA;TELEVENDAS;TELEVENDAS;VAREJO;2005,47;24375,02;12,15;TELEVENDAS|01 - TUBOS ELETRODUTOS KRONA|VAREJO
02 - CONEXOES KRONA;CENTRO OESTE;CO NO;ATACADO;109521,54;4356415,50;39,78;CENTRO OESTE|02 - CONEXOES KRONA|ATACADO
02 - CONEXOES KRONA;CENTRO OESTE;CO NO;OUTROS;221,95;14453,95;65,12;CENTRO OESTE|02 - CONEXOES KRONA|OUTROS
02 - CONEXOES KRONA;CENTRO OESTE;CO NO;VAREJO;51832,93;2286976,99;44,12;CENTRO OESTE|02 - CONEXOES KRONA|VAREJO
02 - CONEXOES KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;CONSTRUTORA;29735,64;1291499,80;43,43;CONSTR CENTRO OESTE|02 - CONEXOES KRONA|CONSTRUTORA
02 - CONEXOES KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;OUTROS;169,60;14209,55;83,78;CONSTR CENTRO OESTE|02 - CONEXOES KRONA|OUTROS
02 - CONEXOES KRONA;CONSTR CENTRO OESTE;CONSTRUTORA;VAREJO;46,93;1841,52;39,24;CONSTR CENTRO OESTE|02 - CONEXOES KRONA|VAREJO
02 - CONEXOES KRONA;CONSTR NORDESTE;CONSTRUTORA;CONSTRUTORA;70139,62;3446043,82;49,13;CONSTR NORDESTE|02 - CONEXOES KRONA|CONSTRUTORA
02 - CONEXOES KRONA;CONSTR NORDESTE;CONSTRUTORA;OUTROS;34,01;2184,00;64,22;CONSTR NORDESTE|02 - CONEXOES KRONA|OUTROS
02 - CONEXOES KRONA;CONSTR NORTE;CONSTRUTORA;CONSTRUTORA;2336,78;124182,90;53,14;CONSTR NORTE|02 - CONEXOES KRONA|CONSTRUTORA
02 - CONEXOES KRONA;CONSTR SAO PAULO;CONSTRUTORA;CONSTRUTORA;26557,30;1277386,97;48,10;CONSTR SAO PAULO|02 - CONEXOES KRONA|CONSTRUTORA
02 - CONEXOES KRONA;CONSTR SAO PAULO;CONSTRUTORA;OUTROS;48,64;4332,69;89,07;CONSTR SAO PAULO|02 - CONEXOES KRONA|OUTROS
02 - CONEXOES KRONA;CONSTR SAO PAULO;CONSTRUTORA;VAREJO;42,33;1823,77;43,08;CONSTR SAO PAULO|02 - CONEXOES KRONA|VAREJO
02 - CONEXOES KRONA;CONSTR SUDESTE;CONSTRUTORA;CONSTRUTORA;10524,55;457793,24;43,50;CONSTR SUDESTE|02 - CONEXOES KRONA|CONSTRUTORA
02 - CONEXOES KRONA;CONSTR SUL;CONSTRUTORA;CONSTRUTORA;44119,86;1973898,20;44,74;CONSTR SUL|02 - CONEXOES KRONA|CONSTRUTORA
02 - CONEXOES KRONA;CONSTR SUL;CONSTRUTORA;OUTROS;54,19;3285,43;60,63;CONSTR SUL|02 - CONEXOES KRONA|OUTROS
02 - CONEXOES KRONA;CONSTR SUL;CONSTRUTORA;VAREJO;12,91;1185,29;91,81;CONSTR SUL|02 - CONEXOES KRONA|VAREJO
02 - CONEXOES KRONA;EXPORTACAO;EXPORTACAO;EXPORTACAO;36386,92;859996,23;23,63;EXPORTACAO|02 - CONEXOES KRONA|EXPORTACAO
02 - CONEXOES KRONA;EXPORTACAO;EXPORTACAO;VAREJO;20910,59;522435,01;24,98;EXPORTACAO|02 - CONEXOES KRONA|VAREJO
02 - CONEXOES KRONA;IRRIGACAO 1;IRRIGACAO;IRRIGACAO;4451,37;355520,38;79,87;IRRIGACAO 1|02 - CONEXOES KRONA|IRRIGACAO
