REGIONAL_GESTOR;REGIONAL;FAMILIA;PERIODO;VOL_PREV
CO NO;CENTRO OESTE;00 - TUBOS PVC KRONA;2026-10-01;749456,32
CO NO;CENTRO OESTE;00 - TUBOS PVC KRONA;2026-11-01;714416,07
CO NO;CENTRO OESTE;00 - TUBOS PVC KRONA;2026-12-01;774879,35
CO NO;CENTRO OESTE;00 - TUBOS PVC KRONA;2027-01-01;532011,17
CO NO;CENTRO OESTE;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;7539,48
CO NO;CENTRO OESTE;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;7700,16
CO NO;CENTRO OESTE;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;7828,42
CO NO;CENTRO OESTE;01 - TUBOS ELETRODUTOS KRONA;2027-01-01;7469,81
CO NO;CENTRO OESTE;02 - CONEXOES KRONA;2026-10-01;158624,23
CO NO;CENTRO OESTE;02 - CONEXOES KRONA;2026-11-01;148743,22
CO NO;CENTRO OESTE;02 - CONEXOES KRONA;2026-12-01;174164,66
CO NO;CENTRO OESTE;02 - CONEXOES KRONA;2027-01-01;128400,12
CO NO;CENTRO OESTE;03 - ACESSORIOS KRONA;2026-10-01;34677,34
CO NO;CENTRO OESTE;03 - ACESSORIOS KRONA;2026-11-01;25719,88
CO NO;CENTRO OESTE;03 - ACESSORIOS KRONA;2026-12-01;21206,61
CO NO;CENTRO OESTE;03 - ACESSORIOS KRONA;2027-01-01;36232,11
CO NO;CENTRO OESTE;04 - PRODUTOS REVENDA;2026-10-01;10613,01
CO NO;CENTRO OESTE;04 - PRODUTOS REVENDA;2026-11-01;9505,58
CO NO;CENTRO OESTE;04 - PRODUTOS REVENDA;2026-12-01;11982,32
CO NO;CENTRO OESTE;04 - PRODUTOS REVENDA;2027-01-01;7482,19
CO NO;CENTRO OESTE;29 - PPR;2026-10-01;32,97
CO NO;CENTRO OESTE;29 - PPR;2026-11-01;32,99
CO NO;CENTRO OESTE;29 - PPR;2026-12-01;33,02
CO NO;CENTRO OESTE;29 - PPR;2027-01-01;33,04
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;102327,76
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;81501,26
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;46410,97
CO NO;CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2027-01-01;94042,06
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-10-01;2713,25
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-11-01;2529,59
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2026-12-01;3005,78
CO NO;CENTRO OESTE;31 - CPVC ULTRATERM;2027-01-01;2331,65
CO NO;NORTE;00 - TUBOS PVC KRONA;2026-10-01;351561,81
CO NO;NORTE;00 - TUBOS PVC KRONA;2026-11-01;346542,84
CO NO;NORTE;00 - TUBOS PVC KRONA;2026-12-01;351441,06
CO NO;NORTE;00 - TUBOS PVC KRONA;2027-01-01;373683,65
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;10581,77
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;9483,48
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;10200,31
CO NO;NORTE;01 - TUBOS ELETRODUTOS KRONA;2027-01-01;10001,25
CO NO;NORTE;02 - CONEXOES KRONA;2026-10-01;104289,98
CO NO;NORTE;02 - CONEXOES KRONA;2026-11-01;101132,01
CO NO;NORTE;02 - CONEXOES KRONA;2026-12-01;103454,85
CO NO;NORTE;02 - CONEXOES KRONA;2027-01-01;104988,89
CO NO;NORTE;03 - ACESSORIOS KRONA;2026-10-01;15346,35
CO NO;NORTE;03 - ACESSORIOS KRONA;2026-11-01;14330,75
CO NO;NORTE;03 - ACESSORIOS KRONA;2026-12-01;13755,57
CO NO;NORTE;03 - ACESSORIOS KRONA;2027-01-01;16690,82
CO NO;NORTE;04 - PRODUTOS REVENDA;2026-10-01;2224,71
CO NO;NORTE;04 - PRODUTOS REVENDA;2026-11-01;2049,52
CO NO;NORTE;04 - PRODUTOS REVENDA;2026-12-01;2423,25
CO NO;NORTE;04 - PRODUTOS REVENDA;2027-01-01;2000,34
CO NO;NORTE;29 - PPR;2026-10-01;0,20
CO NO;NORTE;29 - PPR;2026-11-01;0,20
CO NO;NORTE;29 - PPR;2026-12-01;0,20
CO NO;NORTE;29 - PPR;2027-01-01;0,20
CO NO;NORTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;24067,21
CO NO;NORTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;23482,06
CO NO;NORTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;24586,96
CO NO;NORTE;30 - ELETRODUTOS CORRUGADOS KRONA;2027-01-01;25369,97
CO NO;NORTE;31 - CPVC ULTRATERM;2026-10-01;211,24
CO NO;NORTE;31 - CPVC ULTRATERM;2026-11-01;214,30
CO NO;NORTE;31 - CPVC ULTRATERM;2026-12-01;214,95
CO NO;NORTE;31 - CPVC ULTRATERM;2027-01-01;217,30
CONSTRUTORA;CONSTR CENTRO OESTE;00 - TUBOS PVC KRONA;2026-10-01;178959,61
CONSTRUTORA;CONSTR CENTRO OESTE;00 - TUBOS PVC KRONA;2026-11-01;184056,97
CONSTRUTORA;CONSTR CENTRO OESTE;00 - TUBOS PVC KRONA;2026-12-01;182365,19
CONSTRUTORA;CONSTR CENTRO OESTE;00 - TUBOS PVC KRONA;2027-01-01;181713,09
CONSTRUTORA;CONSTR CENTRO OESTE;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;1642,64
CONSTRUTORA;CONSTR CENTRO OESTE;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;1288,99
CONSTRUTORA;CONSTR CENTRO OESTE;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;963,62
CONSTRUTORA;CONSTR CENTRO OESTE;01 - TUBOS ELETRODUTOS KRONA;2027-01-01;620,42
CONSTRUTORA;CONSTR CENTRO OESTE;02 - CONEXOES KRONA;2026-10-01;37237,52
CONSTRUTORA;CONSTR CENTRO OESTE;02 - CONEXOES KRONA;2026-11-01;37301,67
CONSTRUTORA;CONSTR CENTRO OESTE;02 - CONEXOES KRONA;2026-12-01;37933,13
CONSTRUTORA;CONSTR CENTRO OESTE;02 - CONEXOES KRONA;2027-01-01;38344,04
CONSTRUTORA;CONSTR CENTRO OESTE;03 - ACESSORIOS KRONA;2026-10-01;611,97
CONSTRUTORA;CONSTR CENTRO OESTE;03 - ACESSORIOS KRONA;2026-11-01;628,76
CONSTRUTORA;CONSTR CENTRO OESTE;03 - ACESSORIOS KRONA;2026-12-01;617,68
CONSTRUTORA;CONSTR CENTRO OESTE;03 - ACESSORIOS KRONA;2027-01-01;580,03
CONSTRUTORA;CONSTR CENTRO OESTE;04 - PRODUTOS REVENDA;2026-10-01;5950,05
CONSTRUTORA;CONSTR CENTRO OESTE;04 - PRODUTOS REVENDA;2026-11-01;5989,38
CONSTRUTORA;CONSTR CENTRO OESTE;04 - PRODUTOS REVENDA;2026-12-01;6764,20
CONSTRUTORA;CONSTR CENTRO OESTE;04 - PRODUTOS REVENDA;2027-01-01;4898,74
CONSTRUTORA;CONSTR CENTRO OESTE;29 - PPR;2026-10-01;40,41
CONSTRUTORA;CONSTR CENTRO OESTE;29 - PPR;2026-11-01;40,41
CONSTRUTORA;CONSTR CENTRO OESTE;29 - PPR;2026-12-01;40,41
CONSTRUTORA;CONSTR CENTRO OESTE;29 - PPR;2027-01-01;40,41
CONSTRUTORA;CONSTR CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;34113,29
CONSTRUTORA;CONSTR CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;34518,80
CONSTRUTORA;CONSTR CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;31943,37
CONSTRUTORA;CONSTR CENTRO OESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2027-01-01;22870,99
CONSTRUTORA;CONSTR CENTRO OESTE;31 - CPVC ULTRATERM;2026-10-01;1347,23
CONSTRUTORA;CONSTR CENTRO OESTE;31 - CPVC ULTRATERM;2026-11-01;1379,21
CONSTRUTORA;CONSTR CENTRO OESTE;31 - CPVC ULTRATERM;2026-12-01;1400,84
CONSTRUTORA;CONSTR CENTRO OESTE;31 - CPVC ULTRATERM;2027-01-01;1434,52
CONSTRUTORA;CONSTR NORDESTE;00 - TUBOS PVC KRONA;2026-10-01;365507,58
CONSTRUTORA;CONSTR NORDESTE;00 - TUBOS PVC KRONA;2026-11-01;370969,07
CONSTRUTORA;CONSTR NORDESTE;00 - TUBOS PVC KRONA;2026-12-01;373089,57
CONSTRUTORA;CONSTR NORDESTE;00 - TUBOS PVC KRONA;2027-01-01;382399,32
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;34661,13
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;33436,74
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;31606,89
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2027-01-01;35063,04
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2026-10-01;73877,52
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2026-11-01;73344,98
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2026-12-01;75239,70
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2027-01-01;71852,42
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2026-10-01;4335,41
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2026-11-01;4216,18
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2026-12-01;4406,75
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2027-01-01;4020,50
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2026-10-01;6513,83
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2026-11-01;6592,81
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2026-12-01;6352,29
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2027-01-01;6467,48
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2026-10-01;5992,84
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2026-11-01;6203,08
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2026-12-01;6494,56
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2027-01-01;6488,86
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;57859,85
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;55706,74
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;54926,22
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2027-01-01;62798,40
CONSTRUTORA;CONSTR NORDESTE;31 - CPVC ULTRATERM;2026-10-01;2379,54
CONSTRUTORA;CONSTR NORDESTE;31 - CPVC ULTRATERM;2026-11-01;2367,74
CONSTRUTORA;CONSTR NORDESTE;31 - CPVC ULTRATERM;2026-12-01;2301,52
CONSTRUTORA;CONSTR NORDESTE;31 - CPVC ULTRATERM;2027-01-01;2741,13
CONSTRUTORA;CONSTR NORTE;00 - TUBOS PVC KRONA;2026-10-01;13569,21
CONSTRUTORA;CONSTR NORTE;00 - TUBOS PVC KRONA;2026-11-01;12409,52
CONSTRUTORA;CONSTR NORTE;00 - TUBOS PVC KRONA;2026-12-01;20448,96
CONSTRUTORA;CONSTR NORTE;00 - TUBOS PVC KRONA;2027-01-01;11689,27
CONSTRUTORA;CONSTR NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;642,44
CONSTRUTORA;CONSTR NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;275,11
CONSTRUTORA;CONSTR NORTE;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;1017,76
CONSTRUTORA;CONSTR NORTE;01 - TUBOS ELETRODUTOS KRONA;2027-01-01;499,69
CONSTRUTORA;CONSTR NORTE;02 - CONEXOES KRONA;2026-10-01;2182,88
CONSTRUTORA;CONSTR NORTE;02 - CONEXOES KRONA;2026-11-01;2118,27
CONSTRUTORA;CONSTR NORTE;02 - CONEXOES KRONA;2026-12-01;2347,79
CONSTRUTORA;CONSTR NORTE;02 - CONEXOES KRONA;2027-01-01;2937,54
CONSTRUTORA;CONSTR NORTE;03 - ACESSORIOS KRONA;2026-10-01;166,77
CONSTRUTORA;CONSTR NORTE;03 - ACESSORIOS KRONA;2026-11-01;40,16
CONSTRUTORA;CONSTR NORTE;03 - ACESSORIOS KRONA;2026-12-01;38,73
CONSTRUTORA;CONSTR NORTE;03 - ACESSORIOS KRONA;2027-01-01;40,87
CONSTRUTORA;CONSTR NORTE;04 - PRODUTOS REVENDA;2026-10-01;328,54
CONSTRUTORA;CONSTR NORTE;04 - PRODUTOS REVENDA;2026-11-01;276,80
CONSTRUTORA;CONSTR NORTE;04 - PRODUTOS REVENDA;2026-12-01;265,43
CONSTRUTORA;CONSTR NORTE;04 - PRODUTOS REVENDA;2027-01-01;458,98
CONSTRUTORA;CONSTR NORTE;29 - PPR;2026-10-01;6,27
CONSTRUTORA;CONSTR NORTE;29 - PPR;2026-11-01;6,27
CONSTRUTORA;CONSTR NORTE;29 - PPR;2026-12-01;6,27
CONSTRUTORA;CONSTR NORTE;29 - PPR;2027-01-01;6,27
CONSTRUTORA;CONSTR NORTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;3093,47
CONSTRUTORA;CONSTR NORTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;3895,54
CONSTRUTORA;CONSTR NORTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;3748,19
CONSTRUTORA;CONSTR NORTE;30 - ELETRODUTOS CORRUGADOS KRONA;2027-01-01;2342,77
CONSTRUTORA;CONSTR NORTE;31 - CPVC ULTRATERM;2026-10-01;395,17
CONSTRUTORA;CONSTR NORTE;31 - CPVC ULTRATERM;2026-11-01;395,54
CONSTRUTORA;CONSTR NORTE;31 - CPVC ULTRATERM;2026-12-01;395,91
CONSTRUTORA;CONSTR NORTE;31 - CPVC ULTRATERM;2027-01-01;396,28
CONSTRUTORA;CONSTR SAO PAULO;00 - TUBOS PVC KRONA;2026-10-01;137202,26
CONSTRUTORA;CONSTR SAO PAULO;00 - TUBOS PVC KRONA;2026-11-01;131066,04
CONSTRUTORA;CONSTR SAO PAULO;00 - TUBOS PVC KRONA;2026-12-01;145979,04
CONSTRUTORA;CONSTR SAO PAULO;00 - TUBOS PVC KRONA;2027-01-01;112344,56
CONSTRUTORA;CONSTR SAO PAULO;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;2009,46
CONSTRUTORA;CONSTR SAO PAULO;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;2055,86
CONSTRUTORA;CONSTR SAO PAULO;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;1503,36
CONSTRUTORA;CONSTR SAO PAULO;01 - TUBOS ELETRODUTOS KRONA;2027-01-01;1431,59
CONSTRUTORA;CONSTR SAO PAULO;02 - CONEXOES KRONA;2026-10-01;26659,83
CONSTRUTORA;CONSTR SAO PAULO;02 - CONEXOES KRONA;2026-11-01;27178,14
CONSTRUTORA;CONSTR SAO PAULO;02 - CONEXOES KRONA;2026-12-01;28215,58
CONSTRUTORA;CONSTR SAO PAULO;02 - CONEXOES KRONA;2027-01-01;26042,51
CONSTRUTORA;CONSTR SAO PAULO;03 - ACESSORIOS KRONA;2026-10-01;430,14
CONSTRUTORA;CONSTR SAO PAULO;03 - ACESSORIOS KRONA;2026-11-01;530,38
CONSTRUTORA;CONSTR SAO PAULO;03 - ACESSORIOS KRONA;2026-12-01;391,20
CONSTRUTORA;CONSTR SAO PAULO;03 - ACESSORIOS KRONA;2027-01-01;449,50
CONSTRUTORA;CONSTR SAO PAULO;04 - PRODUTOS REVENDA;2026-10-01;4414,23
CONSTRUTORA;CONSTR SAO PAULO;04 - PRODUTOS REVENDA;2026-11-01;4372,05
CONSTRUTORA;CONSTR SAO PAULO;04 - PRODUTOS REVENDA;2026-12-01;4476,26
CONSTRUTORA;CONSTR SAO PAULO;04 - PRODUTOS REVENDA;2027-01-01;4674,47
CONSTRUTORA;CONSTR SAO PAULO;29 - PPR;2026-10-01;386,91
CONSTRUTORA;CONSTR SAO PAULO;29 - PPR;2026-11-01;386,06
CONSTRUTORA;CONSTR SAO PAULO;29 - PPR;2026-12-01;385,21
CONSTRUTORA;CONSTR SAO PAULO;29 - PPR;2027-01-01;384,36
CONSTRUTORA;CONSTR SAO PAULO;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;40705,32
CONSTRUTORA;CONSTR SAO PAULO;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;42096,75
CONSTRUTORA;CONSTR SAO PAULO;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;40212,41
CONSTRUTORA;CONSTR SAO PAULO;30 - ELETRODUTOS CORRUGADOS KRONA;2027-01-01;43188,86
CONSTRUTORA;CONSTR SAO PAULO;31 - CPVC ULTRATERM;2026-10-01;678,85
CONSTRUTORA;CONSTR SAO PAULO;31 - CPVC ULTRATERM;2026-11-01;774,55
CONSTRUTORA;CONSTR SAO PAULO;31 - CPVC ULTRATERM;2026-12-01;672,01
CONSTRUTORA;CONSTR SAO PAULO;31 - CPVC ULTRATERM;2027-01-01;717,89
CONSTRUTORA;CONSTR SUDESTE;00 - TUBOS PVC KRONA;2026-10-01;51837,95
CONSTRUTORA;CONSTR SUDESTE;00 - TUBOS PVC KRONA;2026-11-01;46618,15
CONSTRUTORA;CONSTR SUDESTE;00 - TUBOS PVC KRONA;2026-12-01;46473,16
CONSTRUTORA;CONSTR SUDESTE;00 - TUBOS PVC KRONA;2027-01-01;40506,00
CONSTRUTORA;CONSTR SUDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;3757,10
CONSTRUTORA;CONSTR SUDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;3881,87
CONSTRUTORA;CONSTR SUDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;3762,53
CONSTRUTORA;CONSTR SUDESTE;01 - TUBOS ELETRODUTOS KRONA;2027-01-01;3816,78
CONSTRUTORA;CONSTR SUDESTE;02 - CONEXOES KRONA;2026-10-01;12644,96
CONSTRUTORA;CONSTR SUDESTE;02 - CONEXOES KRONA;2026-11-01;10784,28
CONSTRUTORA;CONSTR SUDESTE;02 - CONEXOES KRONA;2026-12-01;11733,80
CONSTRUTORA;CONSTR SUDESTE;02 - CONEXOES KRONA;2027-01-01;11037,62
CONSTRUTORA;CONSTR SUDESTE;03 - ACESSORIOS KRONA;2026-10-01;381,86
CONSTRUTORA;CONSTR SUDESTE;03 - ACESSORIOS KRONA;2026-11-01;383,85
CONSTRUTORA;CONSTR SUDESTE;03 - ACESSORIOS KRONA;2026-12-01;516,61
CONSTRUTORA;CONSTR SUDESTE;03 - ACESSORIOS KRONA;2027-01-01;433,24
CONSTRUTORA;CONSTR SUDESTE;04 - PRODUTOS REVENDA;2026-10-01;1853,03
CONSTRUTORA;CONSTR SUDESTE;04 - PRODUTOS REVENDA;2026-11-01;1575,29
CONSTRUTORA;CONSTR SUDESTE;04 - PRODUTOS REVENDA;2026-12-01;1794,08
CONSTRUTORA;CONSTR SUDESTE;04 - PRODUTOS REVENDA;2027-01-01;1262,77
CONSTRUTORA;CONSTR SUDESTE;29 - PPR;2026-10-01;236,26
CONSTRUTORA;CONSTR SUDESTE;29 - PPR;2026-11-01;211,72
CONSTRUTORA;CONSTR SUDESTE;29 - PPR;2026-12-01;213,31
CONSTRUTORA;CONSTR SUDESTE;29 - PPR;2027-01-01;232,84
CONSTRUTORA;CONSTR SUDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;24858,23
CONSTRUTORA;CONSTR SUDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;25098,45
CONSTRUTORA;CONSTR SUDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;25393,47
CONSTRUTORA;CONSTR SUDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2027-01-01;25286,24
CONSTRUTORA;CONSTR SUDESTE;31 - CPVC ULTRATERM;2026-10-01;2251,20
CONSTRUTORA;CONSTR SUDESTE;31 - CPVC ULTRATERM;2026-11-01;2215,62
CONSTRUTORA;CONSTR SUDESTE;31 - CPVC ULTRATERM;2026-12-01;2218,00
CONSTRUTORA;CONSTR SUDESTE;31 - CPVC ULTRATERM;2027-01-01;1758,53
CONSTRUTORA;CONSTR SUL;00 - TUBOS PVC KRONA;2026-10-01;192438,44
CONSTRUTORA;CONSTR SUL;00 - TUBOS PVC KRONA;2026-11-01;186390,86
CONSTRUTORA;CONSTR SUL;00 - TUBOS PVC KRONA;2026-12-01;189194,17
CONSTRUTORA;CONSTR SUL;00 - TUBOS PVC KRONA;2027-01-01;200609,48
CONSTRUTORA;CONSTR SUL;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;6228,49
CONSTRUTORA;CONSTR SUL;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;6404,65
CONSTRUTORA;CONSTR SUL;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;6197,27
CONSTRUTORA;CONSTR SUL;01 - TUBOS ELETRODUTOS KRONA;2027-01-01;7607,84
CONSTRUTORA;CONSTR SUL;02 - CONEXOES KRONA;2026-10-01;47501,96
CONSTRUTORA;CONSTR SUL;02 - CONEXOES KRONA;2026-11-01;46073,49
CONSTRUTORA;CONSTR SUL;02 - CONEXOES KRONA;2026-12-01;45694,66
CONSTRUTORA;CONSTR SUL;02 - CONEXOES KRONA;2027-01-01;48500,57
CONSTRUTORA;CONSTR SUL;03 - ACESSORIOS KRONA;2026-10-01;936,69
CONSTRUTORA;CONSTR SUL;03 - ACESSORIOS KRONA;2026-11-01;1000,28
CONSTRUTORA;CONSTR SUL;03 - ACESSORIOS KRONA;2026-12-01;1045,33
CONSTRUTORA;CONSTR SUL;03 - ACESSORIOS KRONA;2027-01-01;1053,71
CONSTRUTORA;CONSTR SUL;04 - PRODUTOS REVENDA;2026-10-01;3994,00
CONSTRUTORA;CONSTR SUL;04 - PRODUTOS REVENDA;2026-11-01;3559,71
CONSTRUTORA;CONSTR SUL;04 - PRODUTOS REVENDA;2026-12-01;3757,64
CONSTRUTORA;CONSTR SUL;04 - PRODUTOS REVENDA;2027-01-01;3837,59
CONSTRUTORA;CONSTR SUL;29 - PPR;2026-10-01;6776,30
CONSTRUTORA;CONSTR SUL;29 - PPR;2026-11-01;6927,51
CONSTRUTORA;CONSTR SUL;29 - PPR;2026-12-01;7681,16
CONSTRUTORA;CONSTR SUL;29 - PPR;2027-01-01;7167,30
CONSTRUTORA;CONSTR SUL;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;47315,87
CONSTRUTORA;CONSTR SUL;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;46619,70
CONSTRUTORA;CONSTR SUL;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;44005,32
CONSTRUTORA;CONSTR SUL;30 - ELETRODUTOS CORRUGADOS KRONA;2027-01-01;42129,16
CONSTRUTORA;CONSTR SUL;31 - CPVC ULTRATERM;2026-10-01;2929,33
CONSTRUTORA;CONSTR SUL;31 - CPVC ULTRATERM;2026-11-01;3994,16
CONSTRUTORA;CONSTR SUL;31 - CPVC ULTRATERM;2026-12-01;2672,08
CONSTRUTORA;CONSTR SUL;31 - CPVC ULTRATERM;2027-01-01;2696,82
EXPORTACAO;EXPORTACAO;00 - TUBOS PVC KRONA;2026-10-01;10928,99
EXPORTACAO;EXPORTACAO;00 - TUBOS PVC KRONA;2026-11-01;12010,47
EXPORTACAO;EXPORTACAO;00 - TUBOS PVC KRONA;2026-12-01;13170,94
EXPORTACAO;EXPORTACAO;00 - TUBOS PVC KRONA;2027-01-01;12121,99
EXPORTACAO;EXPORTACAO;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;59,42
EXPORTACAO;EXPORTACAO;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;59,42
EXPORTACAO;EXPORTACAO;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;59,42
EXPORTACAO;EXPORTACAO;01 - TUBOS ELETRODUTOS KRONA;2027-01-01;59,42
EXPORTACAO;EXPORTACAO;02 - CONEXOES KRONA;2026-10-01;38461,55
EXPORTACAO;EXPORTACAO;02 - CONEXOES KRONA;2026-11-01;37840,49
EXPORTACAO;EXPORTACAO;02 - CONEXOES KRONA;2026-12-01;40933,74
EXPORTACAO;EXPORTACAO;02 - CONEXOES KRONA;2027-01-01;40002,34
EXPORTACAO;EXPORTACAO;03 - ACESSORIOS KRONA;2026-10-01;13014,00
EXPORTACAO;EXPORTACAO;03 - ACESSORIOS KRONA;2026-11-01;9326,21
EXPORTACAO;EXPORTACAO;03 - ACESSORIOS KRONA;2026-12-01;13169,89
EXPORTACAO;EXPORTACAO;03 - ACESSORIOS KRONA;2027-01-01;13531,79
EXPORTACAO;EXPORTACAO;04 - PRODUTOS REVENDA;2026-10-01;526,96
EXPORTACAO;EXPORTACAO;04 - PRODUTOS REVENDA;2026-11-01;280,45
EXPORTACAO;EXPORTACAO;04 - PRODUTOS REVENDA;2026-12-01;236,24
EXPORTACAO;EXPORTACAO;04 - PRODUTOS REVENDA;2027-01-01;173,01
EXPORTACAO;EXPORTACAO;30 - ELETRODUTOS CORRUGADOS KRONA;2026-10-01;1004,86
EXPORTACAO;EXPORTACAO;30 - ELETRODUTOS CORRUGADOS KRONA;2026-11-01;423,53
EXPORTACAO;EXPORTACAO;30 - ELETRODUTOS CORRUGADOS KRONA;2026-12-01;588,53
EXPORTACAO;EXPORTACAO;30 - ELETRODUTOS CORRUGADOS KRONA;2027-01-01;2065,31
EXPORTACAO;EXPORTACAO;31 - CPVC ULTRATERM;2026-10-01;0,00
EXPORTACAO;EXPORTACAO;31 - CPVC ULTRATERM;2026-11-01;0,00
EXPORTACAO;EXPORTACAO;31 - CPVC ULTRATERM;2026-12-01;0,00
EXPORTACAO;EXPORTACAO;31 - CPVC ULTRATERM;2027-01-01;0,00
IRRIGACAO;IRRIGACAO 1;00 - TUBOS PVC KRONA;2026-10-01;8776,21
IRRIGACAO;IRRIGACAO 1;00 - TUBOS PVC KRONA;2026-11-01;10454,86
IRRIGACAO;IRRIGACAO 1;00 - TUBOS PVC KRONA;2026-12-01;12856,71
IRRIGACAO;IRRIGACAO 1;00 - TUBOS PVC KRONA;2027-01-01;7154,78
IRRIGACAO;IRRIGACAO 1;01 - TUBOS ELETRODUTOS KRONA;2026-10-01;31,51
IRRIGACAO;IRRIGACAO 1;01 - TUBOS ELETRODUTOS KRONA;2026-11-01;31,51
IRRIGACAO;IRRIGACAO 1;01 - TUBOS ELETRODUTOS KRONA;2026-12-01;31,51
IRRIGACAO;IRRIGACAO 1;01 - TUBOS ELETRODUTOS KRONA;2027-01-01;31,51
