REGIONAL_GESTOR;REGIONAL;FAMILIA;PERIODO;VOL_VENDA
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2024-05-01;49716,96
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2024-06-01;58667,05
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2024-07-01;43058,14
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2024-08-01;44401,66
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2024-09-01;43771,76
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2024-10-01;43185,59
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2024-11-01;39240,24
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2024-12-01;46293,74
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2025-01-01;49060,16
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2025-02-01;33739,64
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2025-03-01;48312,74
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2025-04-01;50296,57
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2025-05-01;53774,46
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2025-06-01;51510,31
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2025-07-01;33870,33
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2025-08-01;41679,38
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2025-09-01;47042,95
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2025-10-01;35568,04
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2025-11-01;33898,40
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2025-12-01;26493,84
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-01-01;23162,29
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-02-01;42991,05
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-03-01;40923,78
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-04-01;52094,31
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-05-01;25508,62
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-06-01;28928,59
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-07-01;31484,23
CONSTRUTORA;CONSTR NORDESTE;01 - TUBOS ELETRODUTOS KRONA;2026-08-01;38454,02
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2022-01-01;21898,48
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2022-02-01;34858,28
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2022-03-01;40505,32
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2022-04-01;39820,13
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2022-05-01;49025,76
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2022-06-01;44549,31
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2022-07-01;49616,01
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2022-08-01;48615,43
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2022-09-01;54783,94
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2022-10-01;43501,01
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2022-11-01;45564,23
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2022-12-01;63908,78
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2023-01-01;34254,12
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2023-02-01;43132,52
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2023-03-01;54702,86
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2023-04-01;42042,71
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2023-05-01;35096,24
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2023-06-01;60285,84
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2023-07-01;60754,32
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2023-08-01;56797,65
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2023-09-01;67753,33
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2023-10-01;53749,57
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2023-11-01;59594,94
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2023-12-01;55577,33
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2024-01-01;42059,93
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2024-02-01;55575,17
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2024-03-01;74534,27
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2024-04-01;65214,71
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2024-05-01;66373,82
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2024-06-01;82758,60
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2024-07-01;62338,85
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2024-08-01;58681,52
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2024-09-01;72504,75
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2024-10-01;74914,15
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2024-11-01;53588,63
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2024-12-01;74153,06
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2025-01-01;65373,33
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2025-02-01;54846,23
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2025-03-01;59788,30
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2025-04-01;82726,73
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2025-05-01;82578,90
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2025-06-01;130651,23
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2025-07-01;47534,60
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2025-08-01;76382,59
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2025-09-01;58824,09
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2025-10-01;65497,69
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2025-11-01;73828,43
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2025-12-01;68886,78
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2026-01-01;48505,78
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2026-02-01;76476,66
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2026-03-01;94626,73
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2026-04-01;98024,58
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2026-05-01;50025,62
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2026-06-01;55544,39
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2026-07-01;69664,46
CONSTRUTORA;CONSTR NORDESTE;02 - CONEXOES KRONA;2026-08-01;70770,00
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2022-01-01;1028,19
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2022-02-01;1476,89
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2022-03-01;2655,43
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2022-04-01;1386,96
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2022-05-01;3055,72
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2022-06-01;2828,06
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2022-07-01;3219,66
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2022-08-01;3408,29
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2022-09-01;2514,47
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2022-10-01;1606,04
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2022-11-01;2643,61
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2022-12-01;4034,98
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2023-01-01;2863,22
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2023-02-01;2624,52
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2023-03-01;3263,69
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2023-04-01;2664,90
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2023-05-01;1642,97
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2023-06-01;2727,95
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2023-07-01;3283,96
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2023-08-01;2299,56
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2023-09-01;4113,85
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2023-10-01;3207,23
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2023-11-01;3193,96
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2023-12-01;2320,17
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2024-01-01;1720,17
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2024-02-01;3690,06
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2024-03-01;3212,34
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2024-04-01;3989,55
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2024-05-01;3750,90
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2024-06-01;3250,56
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2024-07-01;3102,40
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2024-08-01;2532,90
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2024-09-01;3830,06
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2024-10-01;4735,09
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2024-11-01;2872,40
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2024-12-01;4633,85
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2025-01-01;4462,85
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2025-02-01;2248,38
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2025-03-01;3236,48
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2025-04-01;3503,39
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2025-05-01;4560,10
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2025-06-01;5653,24
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2025-07-01;2588,55
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2025-08-01;4074,94
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2025-09-01;3107,89
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2025-10-01;2803,36
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2025-11-01;3057,18
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2025-12-01;3909,81
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2026-01-01;2445,20
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2026-02-01;2958,60
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2026-03-01;4046,45
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2026-04-01;5335,83
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2026-05-01;3428,10
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2026-06-01;3807,30
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2026-07-01;3934,03
CONSTRUTORA;CONSTR NORDESTE;03 - ACESSORIOS KRONA;2026-08-01;4531,98
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2022-01-01;1720,61
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2022-02-01;2842,05
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2022-03-01;3049,60
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2022-04-01;3812,08
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2022-05-01;4518,45
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2022-06-01;3275,33
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2022-07-01;4020,00
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2022-08-01;4068,35
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2022-09-01;5661,63
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2022-10-01;3761,31
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2022-11-01;4016,98
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2022-12-01;7212,63
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2023-01-01;4138,05
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2023-02-01;4619,41
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2023-03-01;4184,91
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2023-04-01;4198,78
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2023-05-01;3163,80
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2023-06-01;5567,26
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2023-07-01;5448,73
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2023-08-01;4453,91
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2023-09-01;6428,06
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2023-10-01;6862,24
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2023-11-01;4882,09
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2023-12-01;5787,59
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2024-01-01;3504,79
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2024-02-01;4079,85
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2024-03-01;7283,62
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2024-04-01;6296,42
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2024-05-01;6139,38
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2024-06-01;7921,97
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2024-07-01;5163,28
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2024-08-01;5833,06
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2024-09-01;5961,48
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2024-10-01;6764,94
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2024-11-01;5106,92
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2024-12-01;5997,15
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2025-01-01;5453,02
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2025-02-01;5408,59
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2025-03-01;5804,06
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2025-04-01;6746,99
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2025-05-01;6940,24
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2025-06-01;12229,01
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2025-07-01;3910,38
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2025-08-01;6873,49
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2025-09-01;4686,70
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2025-10-01;6646,05
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2025-11-01;6824,10
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2025-12-01;5165,59
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2026-01-01;3747,77
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2026-02-01;9467,58
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2026-03-01;7847,59
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2026-04-01;9098,18
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2026-05-01;4718,91
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2026-06-01;6967,65
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2026-07-01;6229,69
CONSTRUTORA;CONSTR NORDESTE;04 - PRODUTOS REVENDA;2026-08-01;6781,12
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2022-01-01;11,56
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2022-02-01;828,57
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2022-03-01;59,46
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2022-04-01;84,23
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2022-05-01;256,36
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2022-06-01;119,65
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2022-07-01;432,13
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2022-08-01;1380,44
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2022-09-01;250,93
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2022-10-01;169,78
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2022-11-01;57,25
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2022-12-01;1296,12
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2023-01-01;858,53
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2023-02-01;2030,80
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2023-03-01;560,11
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2023-04-01;1446,44
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2023-05-01;583,61
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2023-06-01;1137,49
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2023-07-01;2381,71
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2023-08-01;623,58
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2023-09-01;195,93
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2023-10-01;1813,51
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2023-11-01;1989,76
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2023-12-01;1421,01
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2024-01-01;965,29
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2024-02-01;1140,42
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2024-03-01;1342,51
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2024-04-01;2722,81
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2024-05-01;769,57
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2024-06-01;1210,65
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2024-07-01;387,15
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2024-08-01;857,76
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2024-09-01;1846,08
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2024-10-01;2082,48
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2024-11-01;5975,37
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2024-12-01;1410,41
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2025-01-01;7905,53
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2025-02-01;3414,63
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2025-03-01;1433,98
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2025-04-01;2385,94
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2025-05-01;4979,59
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2025-06-01;11199,15
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2025-07-01;1869,16
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2025-08-01;4573,97
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2025-09-01;13855,64
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2025-10-01;11976,97
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2025-11-01;5608,82
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2025-12-01;4698,50
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2026-01-01;1434,03
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2026-02-01;8196,39
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2026-03-01;9595,46
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2026-04-01;5913,16
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2026-05-01;2972,37
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2026-06-01;953,56
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2026-07-01;3495,49
CONSTRUTORA;CONSTR NORDESTE;29 - PPR;2026-08-01;2878,64
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2022-01-01;6451,54
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2022-02-01;24697,03
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2022-03-01;18249,44
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2022-04-01;25197,82
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2022-05-01;28060,23
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2022-06-01;21484,81
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2022-07-01;22797,61
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2022-08-01;19096,88
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2022-09-01;22336,21
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2022-10-01;31833,21
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2022-11-01;27704,44
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2022-12-01;40013,20
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-01-01;26748,74
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-02-01;29522,20
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-03-01;26460,78
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-04-01;15486,24
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-05-01;18141,49
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-06-01;32478,15
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-07-01;24513,75
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-08-01;35491,54
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-09-01;31867,86
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-10-01;39626,35
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-11-01;32229,61
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2023-12-01;32574,54
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-01-01;22230,66
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-02-01;30091,97
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-03-01;42370,13
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-04-01;34027,94
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-05-01;54292,36
CONSTRUTORA;CONSTR NORDESTE;30 - ELETRODUTOS CORRUGADOS KRONA;2024-06-01;37598,72
